file,emotion
RAVDESS\Actor_09\03-01-07-01-01-02-09.wav,disgust
RAVDESS\Actor_09\03-01-07-01-02-01-09.wav,disgust
RAVDESS\Actor_09\03-01-07-01-02-02-09.wav,disgust
RAVDESS\Actor_09\03-01-07-02-01-01-09.wav,disgust
RAVDESS\Actor_09\03-01-07-02-01-02-09.wav,disgust
RAVDESS\Actor_09\03-01-07-02-02-01-09.wav,disgust
RAVDESS\Actor_09\03-01-07-02-02-02-09.wav,disgust
RAVDESS\Actor_09\03-01-08-01-01-01-09.wav,surprised
RAVDESS\Actor_09\03-01-08-01-01-02-09.wav,surprised
RAVDESS\Actor_09\03-01-08-01-02-01-09.wav,surprised
RAVDESS\Actor_09\03-01-08-01-02-02-09.wav,surprised
RAVDESS\Actor_09\03-01-08-02-01-01-09.wav,surprised
RAVDESS\Actor_09\03-01-08-02-01-02-09.wav,surprised
RAVDESS\Actor_09\03-01-08-02-02-01-09.wav,surprised
RAVDESS\Actor_09\03-01-08-02-02-02-09.wav,surprised
RAVDESS\Actor_10\03-01-01-01-01-01-10.wav,neutral
RAVDESS\Actor_10\03-01-01-01-01-02-10.wav,neutral
RAVDESS\Actor_10\03-01-01-01-02-01-10.wav,neutral
RAVDESS\Actor_10\03-01-01-01-02-02-10.wav,neutral
RAVDESS\Actor_10\03-01-02-01-01-01-10.wav,calm
RAVDESS\Actor_10\03-01-02-01-01-02-10.wav,calm
RAVDESS\Actor_10\03-01-02-01-02-01-10.wav,calm
RAVDESS\Actor_10\03-01-02-01-02-02-10.wav,calm
RAVDESS\Actor_10\03-01-02-02-01-01-10.wav,calm
RAVDESS\Actor_10\03-01-02-02-01-02-10.wav,calm
RAVDESS\Actor_10\03-01-02-02-02-01-10.wav,calm
RAVDESS\Actor_10\03-01-02-02-02-02-10.wav,calm
RAVDESS\Actor_10\03-01-03-01-01-01-10.wav,happy
RAVDESS\Actor_10\03-01-03-01-01-02-10.wav,happy
RAVDESS\Actor_10\03-01-03-01-02-01-10.wav,happy
RAVDESS\Actor_10\03-01-03-01-02-02-10.wav,happy
RAVDESS\Actor_10\03-01-03-02-01-01-10.wav,happy
RAVDESS\Actor_10\03-01-03-02-01-02-10.wav,happy
RAVDESS\Actor_10\03-01-03-02-02-01-10.wav,happy
RAVDESS\Actor_10\03-01-03-02-02-02-10.wav,happy
RAVDESS\Actor_10\03-01-04-01-01-01-10.wav,sad
RAVDESS\Actor_10\03-01-04-01-01-02-10.wav,sad
RAVDESS\Actor_10\03-01-04-01-02-01-10.wav,sad
RAVDESS\Actor_10\03-01-04-01-02-02-10.wav,sad
RAVDESS\Actor_10\03-01-04-02-01-01-10.wav,sad
RAVDESS\Actor_10\03-01-04-02-01-02-10.wav,sad
RAVDESS\Actor_10\03-01-04-02-02-01-10.wav,sad
RAVDESS\Actor_10\03-01-04-02-02-02-10.wav,sad
RAVDESS\Actor_10\03-01-05-01-01-01-10.wav,angry
RAVDESS\Actor_10\03-01-05-01-01-02-10.wav,angry
RAVDESS\Actor_10\03-01-05-01-02-01-10.wav,angry
RAVDESS\Actor_10\03-01-05-01-02-02-10.wav,angry
RAVDESS\Actor_10\03-01-05-02-01-01-10.wav,angry
RAVDESS\Actor_10\03-01-05-02-01-02-10.wav,angry
RAVDESS\Actor_10\03-01-05-02-02-01-10.wav,angry
RAVDESS\Actor_10\03-01-05-02-02-02-10.wav,angry
RAVDESS\Actor_10\03-01-06-01-01-01-10.wav,fearful
RAVDESS\Actor_10\03-01-06-01-01-02-10.wav,fearful
RAVDESS\Actor_10\03-01-06-01-02-01-10.wav,fearful
RAVDESS\Actor_10\03-01-06-01-02-02-10.wav,fearful
RAVDESS\Actor_10\03-01-06-02-01-01-10.wav,fearful
RAVDESS\Actor_10\03-01-06-02-01-02-10.wav,fearful
RAVDESS\Actor_10\03-01-06-02-02-01-10.wav,fearful
RAVDESS\Actor_10\03-01-06-02-02-02-10.wav,fearful
RAVDESS\Actor_10\03-01-07-01-01-01-10.wav,disgust
RAVDESS\Actor_10\03-01-07-01-01-02-10.wav,disgust
RAVDESS\Actor_10\03-01-07-01-02-01-10.wav,disgust
RAVDESS\Actor_10\03-01-07-01-02-02-10.wav,disgust
RAVDESS\Actor_10\03-01-07-02-01-01-10.wav,disgust
RAVDESS\Actor_10\03-01-07-02-01-02-10.wav,disgust
RAVDESS\Actor_10\03-01-07-02-02-01-10.wav,disgust
RAVDESS\Actor_10\03-01-07-02-02-02-10.wav,disgust
RAVDESS\Actor_10\03-01-08-01-01-01-10.wav,surprised
RAVDESS\Actor_10\03-01-08-01-01-02-10.wav,surprised
RAVDESS\Actor_10\03-01-08-01-02-01-10.wav,surprised
RAVDESS\Actor_10\03-01-08-01-02-02-10.wav,surprised
RAVDESS\Actor_10\03-01-08-02-01-01-10.wav,surprised
RAVDESS\Actor_10\03-01-08-02-01-02-10.wav,surprised
RAVDESS\Actor_10\03-01-08-02-02-01-10.wav,surprised
RAVDESS\Actor_10\03-01-08-02-02-02-10.wav,surprised
RAVDESS\Actor_11\03-01-01-01-01-01-11.wav,neutral
RAVDESS\Actor_11\03-01-01-01-01-02-11.wav,neutral
RAVDESS\Actor_11\03-01-01-01-02-01-11.wav,neutral
RAVDESS\Actor_11\03-01-01-01-02-02-11.wav,neutral
RAVDESS\Actor_11\03-01-02-01-01-01-11.wav,calm
RAVDESS\Actor_11\03-01-02-01-01-02-11.wav,calm
RAVDESS\Actor_11\03-01-02-01-02-01-11.wav,calm
RAVDESS\Actor_11\03-01-02-01-02-02-11.wav,calm
RAVDESS\Actor_11\03-01-02-02-01-01-11.wav,calm
RAVDESS\Actor_11\03-01-02-02-01-02-11.wav,calm
RAVDESS\Actor_11\03-01-02-02-02-01-11.wav,calm
RAVDESS\Actor_11\03-01-02-02-02-02-11.wav,calm
RAVDESS\Actor_11\03-01-03-01-01-01-11.wav,happy
RAVDESS\Actor_11\03-01-03-01-01-02-11.wav,happy
RAVDESS\Actor_11\03-01-03-01-02-01-11.wav,happy
RAVDESS\Actor_11\03-01-03-01-02-02-11.wav,happy
RAVDESS\Actor_11\03-01-03-02-01-01-11.wav,happy
RAVDESS\Actor_11\03-01-03-02-01-02-11.wav,happy
RAVDESS\Actor_11\03-01-03-02-02-01-11.wav,happy
RAVDESS\Actor_11\03-01-03-02-02-02-11.wav,happy
RAVDESS\Actor_11\03-01-04-01-01-01-11.wav,sad
RAVDESS\Actor_11\03-01-04-01-01-02-11.wav,sad
RAVDESS\Actor_11\03-01-04-01-02-01-11.wav,sad
RAVDESS\Actor_11\03-01-04-01-02-02-11.wav,sad
RAVDESS\Actor_11\03-01-04-02-01-01-11.wav,sad
RAVDESS\Actor_11\03-01-04-02-01-02-11.wav,sad
RAVDESS\Actor_11\03-01-04-02-02-01-11.wav,sad
RAVDESS\Actor_11\03-01-04-02-02-02-11.wav,sad
RAVDESS\Actor_11\03-01-05-01-01-01-11.wav,angry
RAVDESS\Actor_11\03-01-05-01-01-02-11.wav,angry
RAVDESS\Actor_11\03-01-05-01-02-01-11.wav,angry
RAVDESS\Actor_11\03-01-05-01-02-02-11.wav,angry
RAVDESS\Actor_11\03-01-05-02-01-01-11.wav,angry
RAVDESS\Actor_11\03-01-05-02-01-02-11.wav,angry
RAVDESS\Actor_11\03-01-05-02-02-01-11.wav,angry
RAVDESS\Actor_11\03-01-05-02-02-02-11.wav,angry
RAVDESS\Actor_11\03-01-06-01-01-01-11.wav,fearful
RAVDESS\Actor_11\03-01-06-01-01-02-11.wav,fearful
RAVDESS\Actor_11\03-01-06-01-02-01-11.wav,fearful
RAVDESS\Actor_11\03-01-06-01-02-02-11.wav,fearful
RAVDESS\Actor_11\03-01-06-02-01-01-11.wav,fearful
RAVDESS\Actor_11\03-01-06-02-01-02-11.wav,fearful
RAVDESS\Actor_11\03-01-06-02-02-01-11.wav,fearful
RAVDESS\Actor_11\03-01-06-02-02-02-11.wav,fearful
RAVDESS\Actor_11\03-01-07-01-01-01-11.wav,disgust
RAVDESS\Actor_11\03-01-07-01-01-02-11.wav,disgust
RAVDESS\Actor_11\03-01-07-01-02-01-11.wav,disgust
RAVDESS\Actor_11\03-01-07-01-02-02-11.wav,disgust
RAVDESS\Actor_11\03-01-07-02-01-01-11.wav,disgust
RAVDESS\Actor_11\03-01-07-02-01-02-11.wav,disgust
RAVDESS\Actor_11\03-01-07-02-02-01-11.wav,disgust
RAVDESS\Actor_11\03-01-07-02-02-02-11.wav,disgust
RAVDESS\Actor_11\03-01-08-01-01-01-11.wav,surprised
RAVDESS\Actor_11\03-01-08-01-01-02-11.wav,surprised
RAVDESS\Actor_11\03-01-08-01-02-01-11.wav,surprised
RAVDESS\Actor_11\03-01-08-01-02-02-11.wav,surprised
RAVDESS\Actor_11\03-01-08-02-01-01-11.wav,surprised
RAVDESS\Actor_11\03-01-08-02-01-02-11.wav,surprised
RAVDESS\Actor_11\03-01-08-02-02-01-11.wav,surprised
RAVDESS\Actor_11\03-01-08-02-02-02-11.wav,surprised
RAVDESS\Actor_12\03-01-01-01-01-01-12.wav,neutral
RAVDESS\Actor_12\03-01-01-01-01-02-12.wav,neutral
RAVDESS\Actor_12\03-01-01-01-02-01-12.wav,neutral
RAVDESS\Actor_12\03-01-01-01-02-02-12.wav,neutral
RAVDESS\Actor_12\03-01-02-01-01-01-12.wav,calm
RAVDESS\Actor_12\03-01-02-01-01-02-12.wav,calm
RAVDESS\Actor_12\03-01-02-01-02-01-12.wav,calm
RAVDESS\Actor_12\03-01-02-01-02-02-12.wav,calm
RAVDESS\Actor_12\03-01-02-02-01-01-12.wav,calm
RAVDESS\Actor_12\03-01-02-02-01-02-12.wav,calm
RAVDESS\Actor_12\03-01-02-02-02-01-12.wav,calm
RAVDESS\Actor_12\03-01-02-02-02-02-12.wav,calm
RAVDESS\Actor_12\03-01-03-01-01-01-12.wav,happy
RAVDESS\Actor_12\03-01-03-01-01-02-12.wav,happy
RAVDESS\Actor_12\03-01-03-01-02-01-12.wav,happy
RAVDESS\Actor_12\03-01-03-01-02-02-12.wav,happy
RAVDESS\Actor_12\03-01-03-02-01-01-12.wav,happy
RAVDESS\Actor_12\03-01-03-02-01-02-12.wav,happy
RAVDESS\Actor_12\03-01-03-02-02-01-12.wav,happy
RAVDESS\Actor_12\03-01-03-02-02-02-12.wav,happy
RAVDESS\Actor_12\03-01-04-01-01-01-12.wav,sad
RAVDESS\Actor_12\03-01-04-01-01-02-12.wav,sad
RAVDESS\Actor_12\03-01-04-01-02-01-12.wav,sad
RAVDESS\Actor_12\03-01-04-01-02-02-12.wav,sad
RAVDESS\Actor_12\03-01-04-02-01-01-12.wav,sad
RAVDESS\Actor_12\03-01-04-02-01-02-12.wav,sad
RAVDESS\Actor_12\03-01-04-02-02-01-12.wav,sad
RAVDESS\Actor_12\03-01-04-02-02-02-12.wav,sad
RAVDESS\Actor_12\03-01-05-01-01-01-12.wav,angry
RAVDESS\Actor_12\03-01-05-01-01-02-12.wav,angry
RAVDESS\Actor_12\03-01-05-01-02-01-12.wav,angry
RAVDESS\Actor_12\03-01-05-01-02-02-12.wav,angry
RAVDESS\Actor_12\03-01-05-02-01-01-12.wav,angry
RAVDESS\Actor_12\03-01-05-02-01-02-12.wav,angry
RAVDESS\Actor_12\03-01-05-02-02-01-12.wav,angry
RAVDESS\Actor_12\03-01-05-02-02-02-12.wav,angry
RAVDESS\Actor_12\03-01-06-01-01-01-12.wav,fearful
RAVDESS\Actor_12\03-01-06-01-01-02-12.wav,fearful
RAVDESS\Actor_12\03-01-06-01-02-01-12.wav,fearful
RAVDESS\Actor_12\03-01-06-01-02-02-12.wav,fearful
RAVDESS\Actor_12\03-01-06-02-01-01-12.wav,fearful
RAVDESS\Actor_12\03-01-06-02-01-02-12.wav,fearful
RAVDESS\Actor_12\03-01-06-02-02-01-12.wav,fearful
RAVDESS\Actor_12\03-01-06-02-02-02-12.wav,fearful
RAVDESS\Actor_12\03-01-07-01-01-01-12.wav,disgust
RAVDESS\Actor_12\03-01-07-01-01-02-12.wav,disgust
RAVDESS\Actor_12\03-01-07-01-02-01-12.wav,disgust
RAVDESS\Actor_12\03-01-07-01-02-02-12.wav,disgust
RAVDESS\Actor_12\03-01-07-02-01-01-12.wav,disgust
RAVDESS\Actor_12\03-01-07-02-01-02-12.wav,disgust
RAVDESS\Actor_12\03-01-07-02-02-01-12.wav,disgust
RAVDESS\Actor_12\03-01-07-02-02-02-12.wav,disgust
RAVDESS\Actor_12\03-01-08-01-01-01-12.wav,surprised
RAVDESS\Actor_12\03-01-08-01-01-02-12.wav,surprised
RAVDESS\Actor_12\03-01-08-01-02-01-12.wav,surprised
RAVDESS\Actor_12\03-01-08-01-02-02-12.wav,surprised
RAVDESS\Actor_12\03-01-08-02-01-01-12.wav,surprised
RAVDESS\Actor_12\03-01-08-02-01-02-12.wav,surprised
RAVDESS\Actor_12\03-01-08-02-02-01-12.wav,surprised
RAVDESS\Actor_12\03-01-08-02-02-02-12.wav,surprised
RAVDESS\Actor_13\03-01-01-01-01-01-13.wav,neutral
RAVDESS\Actor_13\03-01-01-01-01-02-13.wav,neutral
RAVDESS\Actor_13\03-01-01-01-02-01-13.wav,neutral
RAVDESS\Actor_13\03-01-01-01-02-02-13.wav,neutral
RAVDESS\Actor_13\03-01-02-01-01-01-13.wav,calm
RAVDESS\Actor_13\03-01-02-01-01-02-13.wav,calm
RAVDESS\Actor_13\03-01-02-01-02-01-13.wav,calm
RAVDESS\Actor_13\03-01-02-01-02-02-13.wav,calm
RAVDESS\Actor_13\03-01-02-02-01-01-13.wav,calm
RAVDESS\Actor_13\03-01-02-02-01-02-13.wav,calm
RAVDESS\Actor_13\03-01-02-02-02-01-13.wav,calm
RAVDESS\Actor_13\03-01-02-02-02-02-13.wav,calm
RAVDESS\Actor_13\03-01-03-01-01-01-13.wav,happy
RAVDESS\Actor_13\03-01-03-01-01-02-13.wav,happy
RAVDESS\Actor_13\03-01-03-01-02-01-13.wav,happy
RAVDESS\Actor_13\03-01-03-01-02-02-13.wav,happy
RAVDESS\Actor_13\03-01-03-02-01-01-13.wav,happy
RAVDESS\Actor_13\03-01-03-02-01-02-13.wav,happy
RAVDESS\Actor_13\03-01-03-02-02-01-13.wav,happy
RAVDESS\Actor_13\03-01-03-02-02-02-13.wav,happy
RAVDESS\Actor_13\03-01-04-01-01-01-13.wav,sad
RAVDESS\Actor_13\03-01-04-01-01-02-13.wav,sad
RAVDESS\Actor_13\03-01-04-01-02-01-13.wav,sad
RAVDESS\Actor_13\03-01-04-01-02-02-13.wav,sad
RAVDESS\Actor_13\03-01-04-02-01-01-13.wav,sad
RAVDESS\Actor_13\03-01-04-02-01-02-13.wav,sad
RAVDESS\Actor_13\03-01-04-02-02-01-13.wav,sad
RAVDESS\Actor_13\03-01-04-02-02-02-13.wav,sad
RAVDESS\Actor_13\03-01-05-01-01-01-13.wav,angry
RAVDESS\Actor_13\03-01-05-01-01-02-13.wav,angry
RAVDESS\Actor_13\03-01-05-01-02-01-13.wav,angry
RAVDESS\Actor_13\03-01-05-01-02-02-13.wav,angry
RAVDESS\Actor_13\03-01-05-02-01-01-13.wav,angry
RAVDESS\Actor_13\03-01-05-02-01-02-13.wav,angry
RAVDESS\Actor_13\03-01-05-02-02-01-13.wav,angry
RAVDESS\Actor_13\03-01-05-02-02-02-13.wav,angry
RAVDESS\Actor_13\03-01-06-01-01-01-13.wav,fearful
RAVDESS\Actor_13\03-01-06-01-01-02-13.wav,fearful
RAVDESS\Actor_13\03-01-06-01-02-01-13.wav,fearful
RAVDESS\Actor_13\03-01-06-01-02-02-13.wav,fearful
RAVDESS\Actor_13\03-01-06-02-01-01-13.wav,fearful
RAVDESS\Actor_13\03-01-06-02-01-02-13.wav,fearful
RAVDESS\Actor_13\03-01-06-02-02-01-13.wav,fearful
RAVDESS\Actor_13\03-01-06-02-02-02-13.wav,fearful
RAVDESS\Actor_13\03-01-07-01-01-01-13.wav,disgust
RAVDESS\Actor_13\03-01-07-01-01-02-13.wav,disgust
RAVDESS\Actor_13\03-01-07-01-02-01-13.wav,disgust
RAVDESS\Actor_13\03-01-07-01-02-02-13.wav,disgust
RAVDESS\Actor_13\03-01-07-02-01-01-13.wav,disgust
RAVDESS\Actor_13\03-01-07-02-01-02-13.wav,disgust
RAVDESS\Actor_13\03-01-07-02-02-01-13.wav,disgust
RAVDESS\Actor_13\03-01-07-02-02-02-13.wav,disgust
RAVDESS\Actor_13\03-01-08-01-01-01-13.wav,surprised
RAVDESS\Actor_13\03-01-08-01-01-02-13.wav,surprised
RAVDESS\Actor_13\03-01-08-01-02-01-13.wav,surprised
RAVDESS\Actor_13\03-01-08-01-02-02-13.wav,surprised
RAVDESS\Actor_13\03-01-08-02-01-01-13.wav,surprised
RAVDESS\Actor_13\03-01-08-02-01-02-13.wav,surprised
RAVDESS\Actor_13\03-01-08-02-02-01-13.wav,surprised
RAVDESS\Actor_13\03-01-08-02-02-02-13.wav,surprised
RAVDESS\Actor_14\03-01-01-01-01-01-14.wav,neutral
RAVDESS\Actor_14\03-01-01-01-01-02-14.wav,neutral
RAVDESS\Actor_14\03-01-01-01-02-01-14.wav,neutral
RAVDESS\Actor_14\03-01-01-01-02-02-14.wav,neutral
RAVDESS\Actor_14\03-01-02-01-01-01-14.wav,calm
RAVDESS\Actor_14\03-01-02-01-01-02-14.wav,calm
RAVDESS\Actor_14\03-01-02-01-02-01-14.wav,calm
RAVDESS\Actor_14\03-01-02-01-02-02-14.wav,calm
RAVDESS\Actor_14\03-01-02-02-01-01-14.wav,calm
RAVDESS\Actor_14\03-01-02-02-01-02-14.wav,calm
RAVDESS\Actor_14\03-01-02-02-02-01-14.wav,calm
RAVDESS\Actor_14\03-01-02-02-02-02-14.wav,calm
RAVDESS\Actor_14\03-01-03-01-01-01-14.wav,happy
RAVDESS\Actor_14\03-01-03-01-01-02-14.wav,happy
RAVDESS\Actor_14\03-01-03-01-02-01-14.wav,happy
RAVDESS\Actor_14\03-01-03-01-02-02-14.wav,happy
RAVDESS\Actor_14\03-01-03-02-01-01-14.wav,happy
RAVDESS\Actor_14\03-01-03-02-01-02-14.wav,happy
RAVDESS\Actor_14\03-01-03-02-02-01-14.wav,happy
RAVDESS\Actor_14\03-01-03-02-02-02-14.wav,happy
RAVDESS\Actor_14\03-01-04-01-01-01-14.wav,sad
RAVDESS\Actor_14\03-01-04-01-01-02-14.wav,sad
RAVDESS\Actor_14\03-01-04-01-02-01-14.wav,sad
RAVDESS\Actor_14\03-01-04-01-02-02-14.wav,sad
RAVDESS\Actor_14\03-01-04-02-01-01-14.wav,sad
RAVDESS\Actor_14\03-01-04-02-01-02-14.wav,sad
RAVDESS\Actor_14\03-01-04-02-02-01-14.wav,sad
RAVDESS\Actor_14\03-01-04-02-02-02-14.wav,sad
RAVDESS\Actor_14\03-01-05-01-01-01-14.wav,angry
RAVDESS\Actor_14\03-01-05-01-01-02-14.wav,angry
RAVDESS\Actor_14\03-01-05-01-02-01-14.wav,angry
RAVDESS\Actor_14\03-01-05-01-02-02-14.wav,angry
RAVDESS\Actor_14\03-01-05-02-01-01-14.wav,angry
RAVDESS\Actor_14\03-01-05-02-01-02-14.wav,angry
RAVDESS\Actor_14\03-01-05-02-02-01-14.wav,angry
RAVDESS\Actor_14\03-01-05-02-02-02-14.wav,angry
RAVDESS\Actor_14\03-01-06-01-01-01-14.wav,fearful
RAVDESS\Actor_14\03-01-06-01-01-02-14.wav,fearful
RAVDESS\Actor_14\03-01-06-01-02-01-14.wav,fearful
RAVDESS\Actor_14\03-01-06-01-02-02-14.wav,fearful
RAVDESS\Actor_14\03-01-06-02-01-01-14.wav,fearful
RAVDESS\Actor_14\03-01-06-02-01-02-14.wav,fearful
RAVDESS\Actor_14\03-01-06-02-02-01-14.wav,fearful
RAVDESS\Actor_14\03-01-06-02-02-02-14.wav,fearful
RAVDESS\Actor_14\03-01-07-01-01-01-14.wav,disgust
RAVDESS\Actor_14\03-01-07-01-01-02-14.wav,disgust
RAVDESS\Actor_14\03-01-07-01-02-01-14.wav,disgust
RAVDESS\Actor_14\03-01-07-01-02-02-14.wav,disgust
RAVDESS\Actor_14\03-01-07-02-01-01-14.wav,disgust
RAVDESS\Actor_14\03-01-07-02-01-02-14.wav,disgust
RAVDESS\Actor_14\03-01-07-02-02-01-14.wav,disgust
RAVDESS\Actor_14\03-01-07-02-02-02-14.wav,disgust
RAVDESS\Actor_14\03-01-08-01-01-01-14.wav,surprised
RAVDESS\Actor_14\03-01-08-01-01-02-14.wav,surprised
RAVDESS\Actor_14\03-01-08-01-02-01-14.wav,surprised
RAVDESS\Actor_14\03-01-08-01-02-02-14.wav,surprised
RAVDESS\Actor_14\03-01-08-02-01-01-14.wav,surprised
RAVDESS\Actor_14\03-01-08-02-01-02-14.wav,surprised
RAVDESS\Actor_14\03-01-08-02-02-01-14.wav,surprised
RAVDESS\Actor_14\03-01-08-02-02-02-14.wav,surprised
RAVDESS\Actor_15\03-01-01-01-01-01-15.wav,neutral
RAVDESS\Actor_15\03-01-01-01-01-02-15.wav,neutral
RAVDESS\Actor_15\03-01-01-01-02-01-15.wav,neutral
RAVDESS\Actor_15\03-01-01-01-02-02-15.wav,neutral
RAVDESS\Actor_15\03-01-02-01-01-01-15.wav,calm
RAVDESS\Actor_15\03-01-02-01-01-02-15.wav,calm
RAVDESS\Actor_15\03-01-02-01-02-01-15.wav,calm
RAVDESS\Actor_15\03-01-02-01-02-02-15.wav,calm
RAVDESS\Actor_15\03-01-02-02-01-01-15.wav,calm
RAVDESS\Actor_15\03-01-02-02-01-02-15.wav,calm
RAVDESS\Actor_15\03-01-02-02-02-01-15.wav,calm
RAVDESS\Actor_15\03-01-02-02-02-02-15.wav,calm
RAVDESS\Actor_15\03-01-03-01-01-01-15.wav,happy
RAVDESS\Actor_15\03-01-03-01-01-02-15.wav,happy
RAVDESS\Actor_15\03-01-03-01-02-01-15.wav,happy
RAVDESS\Actor_15\03-01-03-01-02-02-15.wav,happy
RAVDESS\Actor_15\03-01-03-02-01-01-15.wav,happy
RAVDESS\Actor_15\03-01-03-02-01-02-15.wav,happy
RAVDESS\Actor_15\03-01-03-02-02-01-15.wav,happy
RAVDESS\Actor_15\03-01-03-02-02-02-15.wav,happy
RAVDESS\Actor_15\03-01-04-01-01-01-15.wav,sad
RAVDESS\Actor_15\03-01-04-01-01-02-15.wav,sad
RAVDESS\Actor_15\03-01-04-01-02-01-15.wav,sad
RAVDESS\Actor_15\03-01-04-01-02-02-15.wav,sad
RAVDESS\Actor_15\03-01-04-02-01-01-15.wav,sad
RAVDESS\Actor_15\03-01-04-02-01-02-15.wav,sad
RAVDESS\Actor_15\03-01-04-02-02-01-15.wav,sad
RAVDESS\Actor_15\03-01-04-02-02-02-15.wav,sad
RAVDESS\Actor_15\03-01-05-01-01-01-15.wav,angry
RAVDESS\Actor_15\03-01-05-01-01-02-15.wav,angry
RAVDESS\Actor_15\03-01-05-01-02-01-15.wav,angry
RAVDESS\Actor_15\03-01-05-01-02-02-15.wav,angry
RAVDESS\Actor_15\03-01-05-02-01-01-15.wav,angry
RAVDESS\Actor_15\03-01-05-02-01-02-15.wav,angry
RAVDESS\Actor_15\03-01-05-02-02-01-15.wav,angry
RAVDESS\Actor_15\03-01-05-02-02-02-15.wav,angry
RAVDESS\Actor_15\03-01-06-01-01-01-15.wav,fearful
RAVDESS\Actor_15\03-01-06-01-01-02-15.wav,fearful
RAVDESS\Actor_15\03-01-06-01-02-01-15.wav,fearful
RAVDESS\Actor_15\03-01-06-01-02-02-15.wav,fearful
RAVDESS\Actor_15\03-01-06-02-01-01-15.wav,fearful
RAVDESS\Actor_15\03-01-06-02-01-02-15.wav,fearful
RAVDESS\Actor_15\03-01-06-02-02-01-15.wav,fearful
RAVDESS\Actor_15\03-01-06-02-02-02-15.wav,fearful
RAVDESS\Actor_15\03-01-07-01-01-01-15.wav,disgust
RAVDESS\Actor_15\03-01-07-01-01-02-15.wav,disgust
RAVDESS\Actor_15\03-01-07-01-02-01-15.wav,disgust
RAVDESS\Actor_15\03-01-07-01-02-02-15.wav,disgust
RAVDESS\Actor_15\03-01-07-02-01-01-15.wav,disgust
RAVDESS\Actor_15\03-01-07-02-01-02-15.wav,disgust
RAVDESS\Actor_15\03-01-07-02-02-01-15.wav,disgust
RAVDESS\Actor_15\03-01-07-02-02-02-15.wav,disgust
RAVDESS\Actor_15\03-01-08-01-01-01-15.wav,surprised
RAVDESS\Actor_15\03-01-08-01-01-02-15.wav,surprised
RAVDESS\Actor_15\03-01-08-01-02-01-15.wav,surprised
RAVDESS\Actor_15\03-01-08-01-02-02-15.wav,surprised
RAVDESS\Actor_15\03-01-08-02-01-01-15.wav,surprised
RAVDESS\Actor_15\03-01-08-02-01-02-15.wav,surprised
RAVDESS\Actor_15\03-01-08-02-02-01-15.wav,surprised
RAVDESS\Actor_15\03-01-08-02-02-02-15.wav,surprised
RAVDESS\Actor_16\03-01-01-01-01-01-16.wav,neutral
RAVDESS\Actor_16\03-01-01-01-01-02-16.wav,neutral
RAVDESS\Actor_16\03-01-01-01-02-01-16.wav,neutral
RAVDESS\Actor_16\03-01-01-01-02-02-16.wav,neutral
RAVDESS\Actor_16\03-01-02-01-01-01-16.wav,calm
RAVDESS\Actor_16\03-01-02-01-01-02-16.wav,calm
RAVDESS\Actor_16\03-01-02-01-02-01-16.wav,calm
RAVDESS\Actor_16\03-01-02-01-02-02-16.wav,calm
RAVDESS\Actor_16\03-01-02-02-01-01-16.wav,calm
RAVDESS\Actor_16\03-01-02-02-01-02-16.wav,calm
RAVDESS\Actor_16\03-01-02-02-02-01-16.wav,calm
RAVDESS\Actor_16\03-01-02-02-02-02-16.wav,calm
RAVDESS\Actor_16\03-01-03-01-01-01-16.wav,happy
RAVDESS\Actor_16\03-01-03-01-01-02-16.wav,happy
RAVDESS\Actor_16\03-01-03-01-02-01-16.wav,happy
RAVDESS\Actor_16\03-01-03-01-02-02-16.wav,happy
RAVDESS\Actor_16\03-01-03-02-01-01-16.wav,happy
RAVDESS\Actor_16\03-01-03-02-01-02-16.wav,happy
RAVDESS\Actor_16\03-01-03-02-02-01-16.wav,happy
RAVDESS\Actor_16\03-01-03-02-02-02-16.wav,happy
RAVDESS\Actor_16\03-01-04-01-01-01-16.wav,sad
RAVDESS\Actor_16\03-01-04-01-01-02-16.wav,sad
RAVDESS\Actor_16\03-01-04-01-02-01-16.wav,sad
RAVDESS\Actor_16\03-01-04-01-02-02-16.wav,sad
RAVDESS\Actor_16\03-01-04-02-01-01-16.wav,sad
RAVDESS\Actor_16\03-01-04-02-01-02-16.wav,sad
RAVDESS\Actor_16\03-01-04-02-02-01-16.wav,sad
RAVDESS\Actor_16\03-01-04-02-02-02-16.wav,sad
RAVDESS\Actor_16\03-01-05-01-01-01-16.wav,angry
RAVDESS\Actor_16\03-01-05-01-01-02-16.wav,angry
RAVDESS\Actor_16\03-01-05-01-02-01-16.wav,angry
RAVDESS\Actor_16\03-01-05-01-02-02-16.wav,angry
RAVDESS\Actor_16\03-01-05-02-01-01-16.wav,angry
RAVDESS\Actor_16\03-01-05-02-01-02-16.wav,angry
RAVDESS\Actor_16\03-01-05-02-02-01-16.wav,angry
RAVDESS\Actor_16\03-01-05-02-02-02-16.wav,angry
RAVDESS\Actor_16\03-01-06-01-01-01-16.wav,fearful
RAVDESS\Actor_16\03-01-06-01-01-02-16.wav,fearful
RAVDESS\Actor_16\03-01-06-01-02-01-16.wav,fearful
RAVDESS\Actor_16\03-01-06-01-02-02-16.wav,fearful
RAVDESS\Actor_16\03-01-06-02-01-01-16.wav,fearful
RAVDESS\Actor_16\03-01-06-02-01-02-16.wav,fearful
RAVDESS\Actor_16\03-01-06-02-02-01-16.wav,fearful
